,loss
560,0.07138886331654357
561,8.95627308883748e-05
562,0.0018061419171314672
563,0.013285697337107558
564,0.040181503285396464
565,0.00014707521722384057
566,0.001462936827881332
567,0.07146795763708853
568,0.0040107699556745134
569,0.0019277259557572333
570,0.002129380701049325
571,0.0008087128244180688
572,0.054428996100554586
573,0.0930615883191101
574,0.013529874820437124
575,0.04193598280692621
576,0.005918423613898852
577,0.03068125539704637
578,0.00046335526434073814
579,0.005199100054126752
580,0.05319523027946563
581,0.061321217721511105
582,0.016574398653183352
583,0.06058853524686841
584,0.05445186469157943
585,0.00013206552075341557
586,0.07266127883284128
587,0.006026899519846416
588,0.00595908925284683
589,0.00034670620684599504
590,0.0023706720359592476
591,0.00030000703690506356
592,0.03582006487656915
593,0.014608217225843254
594,0.0015936508825388218
595,0.004622397314599319
596,0.06823562877656311
597,0.03401685946081196
598,0.003922618629623668
599,0.012300131226415554
600,0.0053097029683573296
601,0.11984871883473301
602,0.016254450133862636
603,0.004825313473126018
604,0.0027611425833264334
605,0.013033483581931658
606,0.017846062604029222
607,0.001333215758859641
608,0.02150469879409393
609,0.0016513171882643121
610,0.024097579182289112
611,0.0007393139045638305
612,0.013944063998141161
613,0.028066829509132488
614,0.0043998189290968305
615,3.703914964021121e-06
616,0.2522552329193524
617,0.0011923473758071424
618,0.006243334615246844
619,0.0048069017498732925
620,0.01707328781421137
621,0.002302100561693318
622,0.006074424926095605
623,0.061227502267263416
624,0.0005480792956668989
625,0.041817577570267564
626,0.01080213119326959
627,0.013502706958083286
628,0.002079138278176412
629,0.006756286944625002
630,0.05661673453915579
631,0.009727198605357448
632,0.007705886691460611
633,0.0005462621839362777
634,0.03934927842421622
635,0.0026386359981676647
636,0.0034880125914007946
637,0.024361940197032528
638,0.002257555638901526
639,0.16785351104545507
640,0.007207640051127886
641,0.07572786599103434
642,3.623261339469937e-05
643,0.004512972593283658
644,0.04916104900511269
645,0.042532076482151154
646,0.07649271347015763
647,0.00012776697316187297
648,0.005467195552774181
649,0.0011365590061488756
650,0.0017756261043994587
651,0.001346687057141958
652,0.014779699961634031
653,0.007167198385689597
654,0.056961584998726084
655,0.00042465398830272513
656,0.030923922339192448
657,0.01771295611342628
658,0.011884749660404474
659,0.018057418540054226
660,0.00634520751052557
661,0.004435454163346289
662,0.011641454756124499
663,0.004676605624948506
664,0.0012250640929696314
665,0.15295704018825237
666,0.012363299982823992
667,0.14190402401802044
668,0.008874590613817342
669,0.013984041511239541
670,0.0014289055538281616
671,0.009448715327146823
672,0.0076738462853151454
673,0.002341856478451773
674,0.01900870051063651
675,0.024217787436619256
676,0.007619892016593601
677,0.08515131611134681
678,0.010464170110804936
679,0.003036802202886217
680,0.005946796617818814
681,0.003972851707826612
682,0.014949384872894385
683,0.00928985207399744
684,0.000636685147616622
685,0.0016616616672128445
686,0.01548859734881424
687,0.0005478632311633079
688,0.012953918885850292
689,0.008696144574613476
690,0.09560957374164505
691,0.0002404758989956404
692,0.0005151126156868762
693,0.024776548611310015
694,0.054819272649752095
695,0.0002009199958035351
696,0.0037194310932897297
697,0.04126186285574997
698,0.020723878458065375
699,0.03254403686713349
700,0.02391749727108077
701,6.6224794184949444e-06
702,0.00024282194047545267
703,1.2622424136512084e-05
704,0.012970166946327763
705,0.022842255292916943
706,0.0015654334989823326
707,0.07475818989013497
708,0.16383838823591557
709,0.00044483799015760094
710,0.011870878548064708
711,0.0013176771590878312
712,0.03738030270271517
713,0.10641092212325173
714,0.0017734629845734813
715,0.12793093515212195
716,0.002833591204300924
717,0.00472883278687513
718,0.0015023446108455916
719,0.0009471492892430211
720,0.03360514069641776
721,0.019614855934685007
722,0.000778378221890306
723,0.012293118376190668
724,0.005110881058861644
725,0.004071629415179023
726,0.013163135859317143
727,0.003992801800587023
728,0.1822379138968689
729,0.015933365079277454
730,0.002368636055694733
731,0.06143543221719134
732,0.029663473113014406
733,2.6121004509640348e-05
734,0.0961239484782389
735,0.014281225498563074
736,0.02007317500013529
737,0.14940817162350367
738,0.060498130666265436
739,0.014131686798604848
740,0.034142714785589945
741,0.07443681030287763
742,0.0649356740908132
743,0.023801195488031276
744,0.003397501831544216
745,0.06156895920624105
746,0.002246599809327266
747,0.029671051351793782
748,0.004646615837200511
749,0.0019060534373084167
750,0.00931934268864246
751,0.0008981602780453872
752,0.0970108944531725
753,3.755818606297229e-05
754,0.05163836262329403
755,0.011177224844764345
756,0.005909054702436784
757,0.07294868024829639
758,0.03249058099715302
759,0.019647749668220586
760,0.0006351681647987108
761,0.03738629666066952
762,0.007350768173397874
763,0.00029853066373299655
764,0.053734041995907214
765,0.016531457363678368
766,0.002254976878598385
767,0.020496118568449177
768,0.007493518128250818
769,5.196371177856985e-06
770,0.02815431060524328
771,0.09853582518363856
772,8.458224916495108e-06
773,0.007254036813775491
774,0.004783265608367714
775,0.0011004700424876593
776,0.03860236212572043
777,0.015188474004188188
778,0.01701704412415984
779,0.02763303478656275
780,0.0012592076055259116
781,0.00030816591985434645
782,1.6998918274455446e-05
783,0.038242707945703086
784,0.029161884851236105
785,0.00034316236061818835
786,0.00035566887452573504
787,0.01802708970803473
788,0.020481779210467677
789,0.0010123492336051815
790,0.011052607975277426
791,0.01730088645512713
792,0.0018763113355542355
793,0.004894279850201003
794,0.00036058053547943325
795,7.666188130141725e-05
796,0.07154328557822034
797,0.011656363797829306
798,0.004307109952360528
799,0.005148894411232382
800,0.0009459978075524099
801,0.011710114574867056
802,0.00025792927150476534
803,0.009753441637136026
804,0.02212325270292643
805,0.1431542406987629
806,0.026334285452188248
807,0.04619056212751686
808,0.0042032360935960935
809,0.000314395686285233
810,0.012302408383010742
811,0.09428873750407576
812,0.05103566964432034
813,0.007947334277314227
814,9.576822521164224e-05
815,0.05757847770216563
816,0.05660516951988805
817,5.477528977393611e-05
818,0.00673899053527221
819,0.004961028722901871
820,0.00020626314825135215
821,0.012813470069073407
822,0.007792472252525099
823,0.0006340527514780076
824,0.09991555756776879
825,0.07716248139388787
826,5.5700028447878105e-05
827,0.0061817464584642216
828,0.01217340913734711
829,0.02773710355866468
830,0.029771532640509756
831,0.008706757287798125
832,0.07832662886905385
833,0.15673161141399777
834,0.009558927099289323
835,0.04066407444582525
836,0.022076369127900036
837,0.034066638540606174
838,0.004515822750002688
839,0.011895392095233166
840,0.0005392791948421477
841,0.00280754848029641
842,8.860630214837227e-06
843,0.007594067793424602
844,0.007836698147837363
845,0.014955830081174577
846,0.0560418023965222
847,0.015687805259379274
848,0.0058338766762547935
849,0.012176339557132163
850,0.03905068671586348
851,0.10907497749560617
852,0.0253088646046032
853,0.0015531602722368178
854,0.1258582874746496
855,0.018452256542195008
856,0.00041610763685275226
857,0.005162006779897157
858,0.02622968393733081
859,0.0005550898504789716
860,0.014522395627566732
861,0.002306579600523005
862,0.037758205145385346
863,0.019890427469360084
864,0.021683256081778506
865,0.07192554985297113
866,0.049025641813055534
867,0.03923456179623431
868,0.11049469812567218
869,0.010592956402839969
870,0.000397526363156229
871,0.0035419971090853916
872,0.004595861680525779
873,0.0002006201035904637
874,0.044103203730422716
875,0.014872293561216412
876,0.00023985955960470498
877,5.773332620283248e-05
878,0.0007222045266647579
879,0.004002093170030541
880,0.01682525821601694
881,0.0026692220993296428
882,0.0021781547999809533
883,0.012183787190305228
884,0.008259365955991787
885,0.009741878198208796
886,0.012802969600097615
887,0.01234882977900224
888,0.021570514823941466
889,0.00825174369940847
890,0.011123419537289944
891,3.0878332163836683e-05
892,0.011296748080423313
893,0.008179930112449055
894,0.0024470408621544764
895,0.013414412705492377
896,0.013075511816602105
897,0.013481609115315993
898,0.0029073546480918033
899,0.04676922312202887
900,0.00046065955761441995
901,0.00023248884077969962
902,0.0010123731385909438
903,0.005962385452982713
904,0.01444610738039497
905,0.03560240928069384
906,0.0035311734850571
907,0.009832622057730587
908,0.0005173467408993929
909,0.010668777993169022
910,0.003185512792171983
911,0.0017412467814007936
912,0.0005578239107192141
913,0.030768860275055376
914,0.0297119163089306
915,0.003160444738609223
916,0.010702023840523347
917,0.009596949323688542
918,0.00011741886818472013
919,0.0021962544578390973
920,0.0008693883587582515
921,0.013451621704222361
922,0.0040073465677780305
923,0.008210326707580949
924,1.637360491711588e-05
925,0.10724864531495096
926,0.00459650491194443
927,0.006266924261438973
928,0.028967144484878676
929,0.0005666002526036795
930,0.03392008113688913
931,0.00044360818497510854
932,0.02213943686753845
933,0.03171086124241658
934,0.01278335942497012
935,0.04169697098034415
936,1.1383487541508309e-05
937,0.014390113990052564
938,0.021565776307229688
939,2.8636157418506146e-05
940,0.012638959249085424
941,0.004550380558097605
942,0.025601179424797595
943,0.002959283092531172
944,0.00010797597713195073
945,0.00025566775119254757
946,0.015703739374647054
947,0.008646880496546357
948,0.05007382483168248
949,0.013279084553177674
950,1.4423427763162203e-05
951,0.0006987308580956329
952,0.003300192233185483
953,0.007256323336237127
954,0.006626076236796007
955,0.0010502849076996952
956,0.015700486427656927
957,0.0007288669474567124
958,0.024239006777899943
959,0.0007233620302044707
960,0.027066420534425324
961,0.0006156795617155406
962,0.0010699872713333394
963,0.006267942890160153
964,0.45137777131901935
965,0.011147800462656121
966,0.020057528704134544
967,0.003309674360139184
968,0.012988416098625987
969,0.0006002031925131282
970,0.004520160289758381
971,0.06013474389244715
972,0.042486853776678754
973,9.891291557418552e-05
974,0.0010530429426839657
975,0.022710295997948313
976,0.007420327549507921
977,0.00014239117923537897
978,0.01949480149850475
979,0.0005270492866153099
980,0.014124291209226357
981,0.006534560110137097
982,0.0031352042334363522
983,0.035292119026194335
984,0.1099263333715492
985,0.013735922719143149
986,0.04846220808809081
987,0.0007238352834559935
988,0.006025051516689558
989,0.0008895828321531975
990,0.03543657684086558
991,0.0033083942866616624
992,0.05934924720360871
993,0.053751339361815656
994,0.007078050655279494
995,0.005225282893566778
996,0.003248767648171799
997,0.06374855592376562
998,0.013024762131815233
999,0.03110660837461861
1000,0.014150602557600556
1001,0.019797402313019838
1002,1.0016337591828013e-05
1003,0.005857129081555031
1004,0.0013583844707883053
1005,0.0008575664144346022
1006,0.030073327730042933
1007,0.004663639587506546
1008,0.005114797413925487
1009,0.0009301920373144415
1010,0.016502077088587575
1011,0.0016940649035803767
1012,0.00022770300387690476
1013,0.005592395815847164
1014,0.015079394223183148
1015,6.619563099296629e-05
1016,0.001350833639859658
1017,3.914783269287209e-05
1018,0.017652123324725745
1019,0.0004459323778224882
1020,0.0031258734472742154
1021,0.0012415248810505252
1022,0.0015786571145981559
1023,0.007487020833287168
1024,0.03619815476881559
1025,0.03168426007981575
1026,0.020159699007940873
1027,0.0015494035732267015
1028,0.1125495180903847
1029,0.009218214644590819
1030,0.024709822178024504
1031,0.013135874689648172
1032,8.20111829731699e-05
1033,0.002138205203528109
1034,0.005963012076088343
1035,0.00034227291072368854
1036,0.0019879966059120928
1037,3.006749527378406e-05
1038,0.00021367681877362485
1039,0.004409084876297161
1040,0.00231301903612138
1041,0.006298710986499936
1042,0.016144550213910966
1043,0.008257414104869451
1044,0.02200781045195436
1045,0.014947429509249495
1046,0.002007737284073615
1047,7.297115330104546e-05
1048,0.005938564013868637
1049,0.00019166091305540834
1050,0.05499554450881738
1051,0.005332234453191729
1052,0.07325396293292447
1053,0.015847369809117346
1054,0.0005317897862533787
1055,0.005951350991486257
1056,0.0011046787692563537
1057,0.0028083593212973306
1058,0.00023903147487706723
1059,0.002918955180247739
1060,0.00876057730722556
1061,0.010019923529338996
1062,0.006568410427076042
1063,0.0008959080444326143
1064,0.0008343005237271298
1065,5.4766244228742614e-05
1066,4.4876578017111797e-05
1067,0.0482133692534851
1068,0.00013313233756886617
1069,0.007312631788918159
1070,0.0030445800825346517
1071,0.018422732870980833
1072,0.005858591124346595
1073,0.0007714256686573606
1074,0.0023300972311984134
1075,0.002345552997452916
1076,5.507548205517757e-05
1077,0.012697650849499725
1078,0.012421328631387908
1079,0.0026127093130286195
1080,0.004407068882812934
1081,0.007936272777232127
1082,0.0020062191609403757
1083,0.003703648973908594
1084,0.006562841133775329
1085,0.011299951674677252
1086,0.005183745392439284
1087,0.03107851428142635
1088,0.001477560547763544
1089,0.016555331632083874
1090,0.0008568382518167556
1091,0.0012054373070819857
1092,5.0730605397588665e-05
1093,0.0007693555964283051
1094,0.002826612746889666
1095,0.017196062280120633
1096,0.010080465567887331
1097,0.0003839011262388915
1098,0.0011614475043111008
1099,0.0006601696842431776
1100,0.07277104181900429
1101,0.00033425064974532115
1102,0.04625852753914496
1103,0.005808330976103543
1104,0.0098328221609394
1105,0.03148203801757453
1106,0.014274328933931293
1107,0.02291931662883422
1108,0.010617226314796906
1109,7.865811845739826e-06
1110,0.0902750673606497
1111,0.0014738729183382683
1112,0.015933014731401546
1113,0.00021056620957861027
1114,0.003399837418912039
1115,0.025084413471416128
1116,0.0071929075431641475
1117,0.00015389996578217001
1118,0.15641527166802638
1119,0.03237850294752735
1120,7.260102780580133e-05
1121,0.02304268085872266
1122,0.0007952419083913723
1123,0.031981473969554405
1124,0.0001539508875772428
1125,0.08299584483554776
1126,0.0024199349473062438
1127,0.0012426969946111128
1128,0.005818827831793894
1129,0.011697319923161349
1130,0.000357879102463801
1131,0.01941849416889092
1132,0.012542134347582503
1133,3.779538493497598e-05
1134,0.008488590972044859
1135,0.0003794606556751185
1136,0.005767540049824049
1137,0.045775958058768294
1138,0.003475859756526242
1139,0.00154722117887804
1140,0.031150611558523788
1141,0.026253579962227196
1142,0.0005974030086912068
1143,0.013669886026854958
1144,0.0004547909527569494
1145,0.12602508076613314
1146,0.0003274576533232896
1147,0.03650285306145356
1148,0.0026266091238838865
1149,0.05418076912699374
1150,0.0042945082953761236
1151,0.004630154872871744
1152,0.008146065683610846
1153,0.0003000315750192526
1154,0.0009701358722255587
1155,3.2421973643430616e-05
1156,0.00043566634875089614
1157,0.0020682946766710725
1158,0.01302822984542113
1159,0.17734248576053996
1160,0.026941294510930223
1161,0.12285944103351684
1162,0.00393367098279181
1163,0.008719936401748285
1164,0.021552551886607603
1165,0.002494186094604442
1166,0.05527233328425635
1167,0.03373677932305831
1168,0.0008916259651268832
1169,0.006929050100103955
1170,0.00017734230543333372
1171,0.00043741622135517956
1172,0.09496433184549125
1173,0.007576703179123244
1174,0.0009724761354881282
1175,0.0025977934771964973
1176,2.4064260321465558e-05
1177,6.0203603495600254e-05
1178,0.001450113559397301
1179,0.007847878141175437
1180,0.0010953720460518364
1181,4.698944939154785e-05
1182,0.0579668855521403
1183,0.0009571104715952137
1184,0.0007149652975868258
1185,0.0011263551580429525
1186,0.13295171370053208
1187,0.02494828379703106
1188,0.0004274235892211053
1189,0.025320057036884013
1190,0.003359732544956128
1191,0.01097121417755861
1192,0.05384752789791377
1193,0.0060890051273208914
1194,0.042840426617218395
1195,0.023819602746971508
1196,0.002831552987966196
1197,0.1012633667642625
1198,0.000320226152658422
1199,0.001613847924232228
1200,0.012685853417302596
1201,0.015761267696973773
1202,0.04919172812069165
1203,0.003985897318105492
1204,2.3860959095356166e-05
1205,0.0018755686822996864
1206,0.07594150199341093
1207,0.001536025037438107
1208,3.266017333580896e-05
1209,6.300740150210034e-05
1210,0.00038075062824351343
1211,2.564483581547182e-09
1212,0.017502614111912645
1213,0.04467878092783866
1214,0.009223393760391628
1215,0.06103488451223329
